1756068090, 40m, 7074686, FT8, G0THY, IO91IT65, 223, 'Tx', ON2PAT, JO21PF, 209, 10
1756068090, 40m, 7074854, FT8, M0YBC, IO83XV, 223, 'Tx', ON2PAT, JO21PF, 209, -7
1756068300, 40m, 7075299, FT8, G2KS, IO84FQ, 223, 'Tx', DJ9BS, JN39PR, 230, -2
1756068105, 40m, 7075707, FT8, M0PFX, JO01DM, 223, 'Tx', ON2PAT, JO21PF, 209, -4
1756068359, 40m, 7075709, FT8, M0PFX, JO01DM, 223, 'Tx', F5RAV, JN09VG44, 227, 4
1756068361, 40m, 7074464, FT8, M0YBC, IO83XV, 223, 'Tx', F5RAV, JN09VG44, 227, 9
1756068312, 15m, 21076451, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', N4RF, FM05GF, 291, -24
1756068342, 20m, 14075079, FT8, M0TML, IO83WJ, 223, 'Tx', KA9TQC, EN54OP, 291, -20
1756068357, 40m, 7075284, FT8, G4NNJ, IO81RR, 223, 'Tx', M0KKB, JO01MG, 223, 0
1756068357, 15m, 21074935, FT8, M0KYU, IO83VL, 223, 'Tx', K8LY, EN91OG, 291, -8
1756068104, 40m, 7074859, FT8, M0YBC, IO83XV, 223, 'Tx', M0PFX, JO01DM, 223, -7
1756068104, 40m, 7074691, FT8, G0THY, IO91IT65, 223, 'Tx', M0PFX, JO01DM, 223, -3
1756068314, 40m, 7075294, FT8, G2KS, IO84FQ, 223, 'Tx', M0PFX, JO01DM, 223, 0
1756068344, 40m, 7076037, FT8, M0SWP, IO91VM, 223, 'Tx', M0PFX, JO01DM, 223, -7
1756068104, 40m, 7074686, FT8, G0THY, IO91IT65, 223, 'Tx', RV3DKH, KO85SK, 54, -14
1756068209, 40m, 7076336, FT8, 2E0MRK, IO91PP, 223, 'Tx', RV3DKH, KO85SK, 54, -18
1756068314, 40m, 7075289, FT8, G2KS, IO84FQ, 223, 'Tx', RV3DKH, KO85SK, 54, -11
1756068135, 15m, 21076369, FT8, M0PMI, IO82UE, 223, 'Tx', LU3HO.M, FF54FM, 100, -11
1756068226, 15m, 21075400, FT8, 2E1ICB, IO93TT, 223, 'Tx', LU3HO.M, FF54FM, 100, -15
1756068348, 20m, 14075084, FT8, M0TML, IO83WJ, 223, 'Tx', KC2ZZR, FM18LW, 291, -15
1756068164, 20m, 14076636, FT8, G8CRB, JO02BF, 223, 'Tx', BI3OGV, OM99IS, 318, -21
1756068344, 40m, 7075289, FT8, G2KS, IO84FQ, 223, 'Tx', N1FCC, FN43JO, 291, -21
1756068330, 40m, 7075285, FT8, G2KS, IO84FQ, 223, 'Tx', AB1KW, FN43FE, 291, -12
1756068330, 20m, 14074346, FT8, G8OO, JO02KS, 223, 'Tx', AB1KW, FN43FE, 291, -20
1756068181, 15m, 21076449, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', KD3ALD, FN21NI, 291, -19
1756068344, 20m, 14075091, FT8, M0TML, IO83WJ, 223, 'Tx', WA4BRX, FM18SJ68, 291, -14
1756068193, 15m, 21076458, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', KD8WBZ, EN81DN, 291, -17
1756068329, 15m, 21075730, FT8, M1DBW, IO91CO, 223, 'Tx', KD8WBZ, EN81DN, 291, -21
1756068345, 20m, 14074759, FT8, G8KHF, IO92KG, 223, 'Tx', KF2FK, FN31CA44QR, 291, -23
1756068312, 40m, 7075291, FT8, G2KS, IO84FQ, 223, 'Tx', VO2AC, FO93UH, 1, -8
1756068282, 20m, 14074345, FT8, G8OO, JO02KS, 223, 'Tx', K4SYT, EM90ET, 291, -17
1756068312, 20m, 14076365, FT8, GB5FPS, IO93TK, 223, 'Tx', K4SYT, EM90ET, 291, -16
1756068105, 20m, 14076628, FT8, G8CRB, JO02BF, 223, 'Tx', DC5TT, JN49UC, 230, -7
1756068136, 20m, 14076408, FT8, ME0ITC, IO82, 223, 'Tx', DC5TT, JN49UC, 230, -9
1756068136, 20m, 14074739, FT8, G7RCQ, IO91KF, 223, 'Tx', DC5TT, JN49UC, 230, -5
1756068164, 20m, 14076156, FT8, M7NFV, JO02OQ, 223, 'Tx', DC5TT, JN49UC, 230, 2
1756068225, 20m, 14077086, FT8, G8KVM, IO83WB, 223, 'Tx', DC5TT, JN49UC, 230, 2
1756068270, 20m, 14074882, FT8, 2E0XDZ, IO91XC, 223, 'Tx', DC5TT, JN49UC, 230, -7
1756068107, 15m, 21075411, FT8, 2E1ICB, IO93TT, 223, 'Tx', LW2HAH, FF87PI68, 100, -16
1756068135, 15m, 21075571, FT8, 2E0KKH, JO01JD, 223, 'Tx', LW2HAH, FF87PI68, 100, -18
1756068315, 15m, 21074444, FT8, M0MLS, IO92AN, 223, 'Tx', LW2HAH, FF87PI68, 100, -17
1756068357, 15m, 21075938, FT8, M0KYU, IO83VL, 223, 'Tx', VE3FME, EN82OE, 1, -15
1756068180, 20m, 14076625, FT8, G8CRB, JO02BF, 223, 'Tx', ZL2005SWL, RE68MX18, 170, -15
1756068312, 40m, 7075302, FT8, G2KS, IO84FQ, 223, 'Tx', M0CYP, IO82SQ, 223, -14
1756068361, 40m, 7075301, FT8, G4NNJ, IO81RR, 223, 'Tx', M0CYP, IO82SQ, 223, -14
1756068165, 20m, 14074613, FT8, M7LYG, IO93, 223, 'Tx', CT7ANO-2, IM58HU, 272, 2
1756068357, 40m, 7075289, FT8, G4NNJ, IO81RR, 223, 'Tx', PA3GDG, JO21HU72, 263, -12
1756068357, 15m, 21075375, FT8, M0KYU, IO83VL, 223, 'Tx', W2BSN, FN13GD76, 291, -22
1756068344, 20m, 14075065, FT8, G8RTK, IO93DU, 223, 'Tx', DJ6CX, JN67MP, 230, -17
1756068371, 20m, 14074388, FT8, G8OO, JO02KS, 223, 'Tx', WR1GHT, FN32FX, 291, 9
1756068089, 40m, 7075887, FT8, M0SWP, IO91VM, 223, 'Tx', SQ1EG, JO73, 269, -10
1756068104, 40m, 7074687, FT8, G0THY, IO91IT65, 223, 'Tx', SQ1EG, JO73, 269, -10
1756068104, 40m, 7074854, FT8, M0YBC, IO83XV, 223, 'Tx', SQ1EG, JO73, 269, -9
1756068254, 40m, 7076657, FT8, M7DTJ, IO83VM, 223, 'Tx', SQ1EG, JO73, 269, -8
1756068314, 40m, 7075290, FT8, G2KS, IO84FQ, 223, 'Tx', SQ1EG, JO73, 269, -12
1756068269, 20m, 14076665, FT8, G8CRB, JO02BF, 223, 'Tx', PY5AQ, GG54HO81, 108, -21
1756068106, 20m, 14075478, FT8, M0PRF, IO81RE, 223, 'Tx', SM4TYA, JP71FB, 284, -12
1756068121, 20m, 14076622, FT8, G8CRB, JO02BF, 223, 'Tx', SM4TYA, JP71FB, 284, -9
1756068195, 20m, 14074272, FT8, G7IJI, IO92BK, 223, 'Tx', SM4TYA, JP71FB, 284, -8
1756067970, 20m, 14076250, FT8, G7SLB, IO92QH, 223, 'Tx', K2KKM, FN31DQ20, 291, -10
1756068030, 15m, 21075091, FT8, M7NFV, JO02OQ, 223, 'Tx', K2KKM, FN31DQ20, 291, -18
1756068030, 20m, 14075885, FT8, G0VDE, JO02BF, 223, 'Tx', K2KKM, FN31DQ20, 291, -2
1756068045, 15m, 21075576, FT8, 2E0KKH, JO01JD, 223, 'Tx', K2KKM, FN31DQ20, 291, -11
1756068045, 15m, 21074608, FT8, M0PMI, IO82UE, 223, 'Tx', K2KKM, FN31DQ20, 291, -10
1756068045, 20m, 14074510, FT8, M7VIC, IO92SC, 223, 'Tx', K2KKM, FN31DQ20, 291, -18
1756068105, 15m, 21075416, FT8, 2E1ICB, IO93TT, 223, 'Tx', K2KKM, FN31DQ20, 291, 3
1756068120, 15m, 21076251, FT8, G0JEI, IO93IC44TT, 223, 'Tx', K2KKM, FN31DQ20, 291, -8
1756068120, 20m, 14076557, FT8, ME7XOD, IO91, 223, 'Tx', K2KKM, FN31DQ20, 291, -6
1756068150, 20m, 14075071, FT8, G8IXM, JO02PP29, 223, 'Tx', K2KKM, FN31DQ20, 291, -4
1756068165, 20m, 14076633, FT8, G8CRB, JO02BF, 223, 'Tx', K2KKM, FN31DQ20, 291, 3
1756068165, 20m, 14076161, FT8, M7NFV, JO02OQ, 223, 'Tx', K2KKM, FN31DQ20, 291, -1
1756068165, 20m, 14074509, FT8, M7LYG, IO93, 223, 'Tx', K2KKM, FN31DQ20, 291, -15
1756068165, 20m, 14074764, FT8, G8KHF, IO92KG, 223, 'Tx', K2KKM, FN31DQ20, 291, -15
1756068195, 20m, 14074356, FT8, G8OO, JO02KS, 223, 'Tx', K2KKM, FN31DQ20, 291, -2
1756068225, 15m, 21076466, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', K2KKM, FN31DQ20, 291, -9
1756068330, 20m, 14074639, FT8, G8OO, JO02KS, 223, 'Tx', VU2CPL, MK83TE, 324, -19
1756068316, 10m, 28075507, FT8, G1NZO, IO91WM57, 223, 'Tx', IU2TUL, JN45MN, 248, -16
1756068237, 10m, 28075473, FT8, G0VUH, IO93IL, 223, 'Tx', EA3ISZ, JN01WM, 281, 15
1756068312, 10m, 28075506, FT8, G1NZO, IO91WM57, 223, 'Tx', DJ0CC, JN58AG, 230, -17
1756068372, 20m, 14076303, FT8, G7KFQ, IO70LJ91, 223, 'Tx', N2HJ, FN30OT, 291, -11
1756068372, 15m, 21074538, FT8, M0PMI, IO82UE, 223, 'Tx', KG4LAC, FM18GR34, 291, -10
1756068372, 20m, 14074754, FT8, G8KHF, IO92KG, 223, 'Tx', KZ4JN, EL89XT, 291, -18
1756068372, 15m, 21076419, FT8, ME0ITC, IO82, 223, 'Tx', IZ1FXO, JN34UN, 248, -10
1756068347, 20m, 14074509, FT8, M7LYG, IO93, 223, 'Tx', N9HXR, EN51UR, 291, -16
1756068372, 15m, 21076406, FT8, ME0ITC, IO82, 223, 'Tx', N2ACQ, FM07AG, 291, -17
1756068314, 15m, 21076457, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', W7MWR, CN88EC57VP, 291, -23
1756068315, 15m, 21075363, FT8, M7EJN, IO95FA, 223, 'Tx', W7MWR, CN88EC57VP, 291, -19
1756068345, 15m, 21075408, FT8, 2E1ICB, IO93TT, 223, 'Tx', W7MWR, CN88EC57VP, 291, -17
1756068314, 20m, 14074509, FT8, M7LYG, IO93, 223, 'Tx', VK4TUX, QG62EI28, 150, -24
1756068357, 15m, 21074934, FT8, M0KYU, IO83VL, 223, 'Tx', N1MCJ, FN31KH42, 291, -17
1756068356, 15m, 21074934, FT8, M0KYU, IO83VL, 223, 'Tx', WQ5O, EN53UK, 291, -20
1756068314, 20m, 14076388, FT8, GB5FPS, IO93TK, 223, 'Tx', KO4DCO, EM66PA, 291, -24
1756068344, 40m, 7076030, FT8, M0SWP, IO91VM, 223, 'Tx', DH3KR, JO30EV, 230, -15
1756068356, 15m, 21074934, FT8, M0KYU, IO83VL, 223, 'Tx', KB3HGW, FM19OD73, 291, -8
1756068327, 40m, 7075704, FT8, M0PFX, JO01DM, 223, 'Tx', GM4CXF, IO75QN, 279, 4
1756068372, 20m, 14076306, FT8, G7KFQ, IO70LJ91, 223, 'Tx', SP7QJF, KO10FQ09, 269, -16
1756068239, 15m, 21075405, FT8, 2E1ICB, IO93TT, 223, 'Tx', 2E0LMA, IO81VR57NN, 223, -15
1756068268, 15m, 21075751, FT8, M0PMI, IO82UE, 223, 'Tx', 2E0LMA, IO81VR57NN, 223, -5
1756068272, 20m, 14076622, FT8, G8CRB, JO02BF, 223, 'Tx', W4CHI, FM05LM, 291, -18
1756068372, 20m, 14076303, FT8, G7KFQ, IO70LJ91, 223, 'Tx', K2SAB, FN11LG, 291, -8
1756068372, 20m, 14076310, FT8, G7KFQ, IO70LJ91, 223, 'Tx', N4RP, FM18EQ, 291, -9
1756068371, 15m, 21074458, FT8, M0MLS, IO92AN, 223, 'Tx', KD0KZE, EN35KD21, 291, -16
1756068372, 20m, 14076307, FT8, G7KFQ, IO70LJ91, 223, 'Tx', DL8STK, JO31KC, 230, -15
1756068270, 15m, 21074934, FT8, M0KYU, IO83VL, 223, 'Tx', KB4FUW, EM73NP66, 291, -14
1756068341, 20m, 14076372, FT8, GB5FPS, IO93TK, 223, 'Tx', 5Z4VJ, KI88JR, 430, -9
1756068342, 20m, 14075088, FT8, M0TML, IO83WJ, 223, 'Tx', 5Z4VJ, KI88JR, 430, -8
1756068371, 20m, 14076298, FT8, G7KFQ, IO70LJ91, 223, 'Tx', SQ1DOZ, JO73DV, 269, -4
1756068372, 20m, 14076302, FT8, G7KFQ, IO70LJ91, 223, 'Tx', IK2MKS, JN45WK, 248, -5
1756068349, 20m, 14074497, FT8, M7LYG, IO93, 223, 'Tx', WB4EM, EL97SQ, 291, -18
1756068372, 20m, 14076305, FT8, G7KFQ, IO70LJ91, 223, 'Tx', DK0BO, JO31NK, 230, 3
1756068045, 15m, 21075129, FT8, M7NFV, JO02OQ, 223, 'Tx', F1ZNO, JN14SC, 227, -14
1756068090, 15m, 21075457, FT8, 2E1ICB, IO93TT, 223, 'Tx', F1ZNO, JN14SC, 227, -13
1756068150, 20m, 14074922, FT8, GB5FPS, IO93TK, 223, 'Tx', F1ZNO, JN14SC, 227, -15
1756068165, 40m, 7076351, FT8, 2E0MRK, IO91PP, 223, 'Tx', F1ZNO, JN14SC, 227, -17
1756068195, 10m, 28076446, FT8, M0HIH, IO83UK, 223, 'Tx', F1ZNO, JN14SC, 227, -18
1756068255, 10m, 28074765, FT8, G4KVI, IO81SG18, 223, 'Tx', F1ZNO, JN14SC, 227, -10
1756068255, 10m, 28075546, FT8, G0VUH, IO93IL, 223, 'Tx', F1ZNO, JN14SC, 227, -6
1756068255, 15m, 21075803, FT8, M0PMI, IO82UE, 223, 'Tx', F1ZNO, JN14SC, 227, -18
1756068300, 40m, 7075304, FT8, G2KS, IO84FQ, 223, 'Tx', F1ZNO, JN14SC, 227, -13
1756068374, 20m, 14075097, FT8, M0TML, IO83WJ, 223, 'Tx', IZ3KLB, JN55TT, 248, 3
1756068372, 15m, 21074548, FT8, M0PMI, IO82UE, 223, 'Tx', W7PJS, EM75AU, 291, -13
1756068089, 40m, 7075882, FT8, M0SWP, IO91VM, 223, 'Tx', SM6UNC, JO67IJ95, 284, -4
1756068104, 40m, 7074850, FT8, M0YBC, IO83XV, 223, 'Tx', SM6UNC, JO67IJ95, 284, -7
1756068104, 40m, 7074683, FT8, G0THY, IO91IT65, 223, 'Tx', SM6UNC, JO67IJ95, 284, -5
1756068179, 40m, 7076333, FT8, 2E0MRK, IO91PP, 223, 'Tx', SM6UNC, JO67IJ95, 284, 1
1756068315, 40m, 7075285, FT8, G2KS, IO84FQ, 223, 'Tx', SM6UNC, JO67IJ95, 284, -10
1756068327, 15m, 21075736, FT8, M1DBW, IO91CO, 223, 'Tx', KF0QR, EN35MH80PQ, 291, -15
1756068372, 20m, 14076320, FT8, G7KFQ, IO70LJ91, 223, 'Tx', PD0MJC, JO32BG94, 263, -9
1756068357, 15m, 21074930, FT8, M0KYU, IO83VL, 223, 'Tx', KB2RTI, FN20XG, 291, -20
1756068344, 15m, 21075478, FT8, M0MLS, IO92AN, 223, 'Tx', K1RCT, FN31ON, 291, -23
1756068375, 15m, 21075577, FT8, M0PMI, IO82UE, 223, 'Tx', K1RCT, FN31ON, 291, -14
1756068374, 15m, 21076497, FT8, M0BEW, IO82RJ, 223, 'Tx', AC1SM, FN54NR, 291, -20
1756068000, 20m, 14074506, FT8, M7VIC, IO92SC, 223, 'Tx', F.SWL.PRIVAS, JN24HR, 227, -8
1756068045, 20m, 14075881, FT8, G0VDE, JO02BF, 223, 'Tx', F.SWL.PRIVAS, JN24HR, 227, -20
1756068090, 20m, 14076629, FT8, G8CRB, JO02BF, 223, 'Tx', F.SWL.PRIVAS, JN24HR, 227, -5
1756068197, 20m, 14074150, FT8, G7IJI, IO92BK, 223, 'Tx', VK4SGE, QG63MM, 150, -9
1756068120, 20m, 14074739, FT8, G7RCQ, IO91KF, 223, 'Tx', F.SWL.PRIVAS, JN24HR, 227, -24
1756068135, 20m, 14075067, FT8, G8IXM, JO02PP29, 223, 'Tx', F.SWL.PRIVAS, JN24HR, 227, -19
1756068150, 20m, 14076157, FT8, M7NFV, JO02OQ, 223, 'Tx', F.SWL.PRIVAS, JN24HR, 227, -4
1756068225, 20m, 14074276, FT8, G7IJI, IO92BK, 223, 'Tx', F.SWL.PRIVAS, JN24HR, 227, -13
1756068270, 20m, 14074351, FT8, G8OO, JO02KS, 223, 'Tx', F.SWL.PRIVAS, JN24HR, 227, -13
1756068091, 15m, 21075403, FT8, 2E1ICB, IO93TT, 223, 'Tx', KE2EFX, FN30LT, 291, -17
1756068271, 15m, 21076500, FT8, M0BEW, IO82RJ, 223, 'Tx', KE2EFX, FN30LT, 291, -10
1756068271, 15m, 21076450, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', KE2EFX, FN30LT, 291, -16
1756068104, 15m, 21075400, FT8, 2E1ICB, IO93TT, 223, 'Tx', JH8SGR, QN02AK12, 339, -9
1756068224, 15m, 21076449, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', JH8SGR, QN02AK12, 339, -12
1756068239, 15m, 21075337, FT8, M0IOY, IO93QO, 223, 'Tx', JH8SGR, QN02AK12, 339, -14
1756068372, 20m, 14074352, FT8, G8OO, JO02KS, 223, 'Tx', KE9BDR, EN44WF, 291, -15
1756068378, 20m, 14074759, FT8, G8KHF, IO92KG, 223, 'Tx', KE9BDR, EN44WF, 291, -19
1756068345, 40m, 7075284, FT8, G4NNJ, IO81RR, 223, 'Tx', PE1RDP-KIWI, JO21QK, 263, -10
1756068104, 15m, 21075453, FT8, 2E1ICB, IO93TT, 223, 'Tx', IU7JAQ, JN80XP, 248, -13
1756068209, 15m, 21075390, FT8, M0IOY, IO93QO, 223, 'Tx', IU7JAQ, JN80XP, 248, -5
1756068224, 15m, 21076502, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', IU7JAQ, JN80XP, 248, -15
1756068269, 15m, 21074985, FT8, M0KYU, IO83VL, 223, 'Tx', IU7JAQ, JN80XP, 248, 0
1756068330, 40m, 7075289, FT8, G2KS, IO84FQ, 223, 'Tx', HA8TKS, JN96UV18, 239, -1
1756068360, 20m, 14076986, FT8, G8KVM, IO83WB, 223, 'Tx', W1NT-6, FN42LU, 291, 0
1756068360, 20m, 14076230, FT8, G7KFQ, IO70LJ91, 223, 'Tx', W1NT-6, FN42LU, 291, -8
1756068345, 15m, 21075369, FT8, M0IOY, IO93QO, 223, 'Tx', CT1EYQ, IM58OB, 272, -13
1756068103, 20m, 14076622, FT8, G8CRB, JO02BF, 223, 'Tx', DK6DX, JO30XG, 230, -7
1756068163, 20m, 14076702, FT8, M7IJS, IO83LG, 223, 'Tx', DK6DX, JO30XG, 230, -7
1756068314, 20m, 14075578, FT8, M0TML, IO83WJ, 223, 'Tx', DK6DX, JO30XG, 230, -4
1756068373, 20m, 14074816, FT8, G7RCQ, IO91KF, 223, 'Tx', DK6DX, JO30XG, 230, -5
1756068373, 20m, 14076302, FT8, G7KFQ, IO70LJ91, 223, 'Tx', DK6DX, JO30XG, 230, -10
1756068372, 15m, 21074546, FT8, M0PMI, IO82UE, 223, 'Tx', NY3H, FN30HT, 291, -10
1756068314, 40m, 7075293, FT8, G2KS, IO84FQ, 223, 'Tx', SP2RXH, JO83UA, 269, -10
1756068329, 40m, 7074468, FT8, M0YBC, IO83XV, 223, 'Tx', SP2RXH, JO83UA, 269, -10
1756068379, 20m, 14076302, FT8, G7KFQ, IO70LJ91, 223, 'Tx', DG8MPI, JO72HE07, 230, -11
1756068357, 10m, 28075468, FT8, G0VUH, IO93IL, 223, 'Tx', EA7AZH, IM76WR, 281, -19
1756068266, 15m, 21075350, FT8, M0IOY, IO93QO, 223, 'Tx', EA7KJE, IM66VO23, 281, -15
1756068372, 20m, 14074360, FT8, G8OO, JO02KS, 223, 'Tx', F4CEL, JN33OQ, 227, -2
1756068360, 20m, 14076304, FT8, G7KFQ, IO70LJ91, 223, 'Tx', SM7IUN, JO65MR, 284, -10
1756068090, 20m, 14076625, FT8, G8CRB, JO02BF, 223, 'Tx', KQ2Y, FN31GN09, 291, -7
1756068105, 20m, 14075481, FT8, M0PRF, IO81RE, 223, 'Tx', KQ2Y, FN31GN09, 291, -23
1756068135, 20m, 14076549, FT8, ME7XOD, IO91, 223, 'Tx', KQ2Y, FN31GN09, 291, -18
1756068135, 20m, 14075063, FT8, G8IXM, JO02PP29, 223, 'Tx', KQ2Y, FN31GN09, 291, -15
1756068150, 20m, 14076153, FT8, M7NFV, JO02OQ, 223, 'Tx', KQ2Y, FN31GN09, 291, -19
1756068180, 15m, 21076470, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', KQ2Y, FN31GN09, 291, -3
1756068195, 15m, 21075358, FT8, M0IOY, IO93QO, 223, 'Tx', KQ2Y, FN31GN09, 291, -10
1756068195, 20m, 14074878, FT8, 2E0XDZ, IO91XC, 223, 'Tx', KQ2Y, FN31GN09, 291, -13
1756068360, 20m, 14076996, FT8, G8KVM, IO83WB, 223, 'Tx', W3OA, EM95MN, 291, -1
1756068360, 20m, 14076239, FT8, G7KFQ, IO70LJ91, 223, 'Tx', W3OA, EM95MN, 291, -14
1756068225, 15m, 21075421, FT8, 2E1ICB, IO93TT, 223, 'Tx', KQ2Y, FN31GN09, 291, -17
1756068296, 10m, 28076390, FT8, M0HIH, IO83UK, 223, 'Tx', OE4RWD, JN87FV, 206, -21
1756068118, 20m, 14076544, FT8, ME7XOD, IO91, 223, 'Tx', SP0LPR, KO02KE, 269, -4
1756068150, 20m, 14075058, FT8, G8IXM, JO02PP29, 223, 'Tx', SP0LPR, KO02KE, 269, -20
1756068209, 20m, 14074268, FT8, G7IJI, IO92BK, 223, 'Tx', SP0LPR, KO02KE, 269, -6
1756068210, 20m, 14074874, FT8, 2E0XDZ, IO91XC, 223, 'Tx', SP0LPR, KO02KE, 269, -10
1756068269, 20m, 14076620, FT8, G8CRB, JO02BF, 223, 'Tx', SP0LPR, KO02KE, 269, -4
1756068360, 20m, 14076304, FT8, G7KFQ, IO70LJ91, 223, 'Tx', KQ2Y, FN31GN09, 291, -12
1756068360, 20m, 14074819, FT8, G7RCQ, IO91KF, 223, 'Tx', KQ2Y, FN31GN09, 291, -15
1756068344, 20m, 14076364, FT8, GB5FPS, IO93TK, 223, 'Tx', W4HD, EM55BD, 291, -20
1756068374, 20m, 14076358, FT8, G7KFQ, IO70LJ91, 223, 'Tx', NJ1Q, FN41HP, 291, -15
1756068372, 20m, 14076303, FT8, G7KFQ, IO70LJ91, 223, 'Tx', EA4T, IN70XK, 281, -8
1756068374, 20m, 14076303, FT8, G7KFQ, IO70LJ91, 223, 'Tx', SM0XGY, JO99AJ, 284, -19
1756068373, 20m, 14076305, FT8, G7KFQ, IO70LJ91, 223, 'Tx', K6ND, FN10HM37, 291, 0
1756068372, 20m, 14076365, FT8, GB5FPS, IO93TK, 223, 'Tx', K1RV, FN42MD, 291, 1
1756068372, 20m, 14076303, FT8, G7KFQ, IO70LJ91, 223, 'Tx', K1RV, FN42MD, 291, -4
1756067985, 40m, 7075196, FT8, G0CGD, IO83NF, 223, 'Tx', PD1RAL, JO32CD, 263, -21
1756068090, 40m, 7074595, FT8, G0THY, IO91IT65, 223, 'Tx', PD1RAL, JO32CD, 263, -11
1756068238, 15m, 21075405, FT8, 2E1ICB, IO93TT, 223, 'Tx', AJ6TE, FM19IA75, 291, -16
1756068345, 20m, 14074504, FT8, M7LYG, IO93, 223, 'Tx', K2PS, EL98AV18, 291, -23
1756068372, 15m, 21076414, FT8, ME0ITC, IO82, 223, 'Tx', K3TEF, FN10UD, 291, -17
1756068269, 15m, 21075725, FT8, M1DBW, IO91CO, 223, 'Tx', NF1G, FN32PI44, 291, -19
1756068105, 20m, 14076612, FT8, G8CRB, JO02BF, 223, 'Tx', TA2NEH, KN40NW, 390, -13
1756068135, 20m, 14076392, FT8, ME0ITC, IO82, 223, 'Tx', TA2NEH, KN40NW, 390, -13
1756068150, 20m, 14076537, FT8, ME7XOD, IO91, 223, 'Tx', TA2NEH, KN40NW, 390, -14
1756068165, 20m, 14076140, FT8, M7NFV, JO02OQ, 223, 'Tx', TA2NEH, KN40NW, 390, -13
1756068194, 20m, 14076354, FT8, GB5FPS, IO93TK, 223, 'Tx', TA2NEH, KN40NW, 390, -9
1756068195, 20m, 14074334, FT8, G8OO, JO02KS, 223, 'Tx', TA2NEH, KN40NW, 390, -14
1756068345, 20m, 14074747, FT8, G8KHF, IO92KG, 223, 'Tx', TA2NEH, KN40NW, 390, -19
1756068346, 20m, 14074493, FT8, M7LYG, IO93, 223, 'Tx', TA2NEH, KN40NW, 390, -21
1756068266, 15m, 21074964, FT8, M0KYU, IO83VL, 223, 'Tx', K4MTS, EN90XN52, 291, -18
1756068372, 20m, 14076313, FT8, G7KFQ, IO70LJ91, 223, 'Tx', W3GQ, EM95MN39, 291, -13
1756068374, 15m, 21074604, FT8, M0PMI, IO82UE, 223, 'Tx', K3JJJ, FM19XN26, 291, -13
1756068359, 15m, 21074934, FT8, M0KYU, IO83VL, 223, 'Tx', W1MRH, FN54VJ41, 291, -24
1756068357, 15m, 21074933, FT8, M0KYU, IO83VL, 223, 'Tx', K4LMH, EM74XD, 291, -7
1756068388, 15m, 21075729, FT8, M1DBW, IO91CO, 223, 'Tx', W4ACM, FM27CN, 291, -9
1756068372, 20m, 14076314, FT8, G7KFQ, IO70LJ91, 223, 'Tx', VE2GSO, FN58SL17, 1, -12
1756068387, 20m, 14076467, FT8, ME7XOD, IO91, 223, 'Tx', VE2GSO, FN58SL17, 1, -14
1756068343, 20m, 14074770, FT8, G8KHF, IO92KG, 223, 'Tx', KB2ZPB, FN30KT52, 291, -17
1756068118, 40m, 7074850, FT8, M0YBC, IO83XV, 223, 'Tx', PA9X, JO21EV, 263, -10
1756068149, 15m, 21076392, FT8, M0PMI, IO82UE, 223, 'Tx', LU1HPR, FF76VX, 100, -14
1756068239, 15m, 21075422, FT8, 2E1ICB, IO93TT, 223, 'Tx', LU1HPR, FF76VX, 100, -16
1756068314, 15m, 21076060, FT8, G4DPZ, IO82XL72, 223, 'Tx', LU1HPR, FF76VX, 100, -19
1756068374, 20m, 14076307, FT8, G7KFQ, IO70LJ91, 223, 'Tx', SM6ZDM, JO67DU, 284, -23
1756068237, 10m, 28075525, FT8, G0VUH, IO93IL, 223, 'Tx', EA3IXN, JN01WM, 281, 4
1756068373, 10m, 28075545, FT8, G1NZO, IO91WM57, 223, 'Tx', EA3IXN, JN01WM, 281, -5
1756068357, 15m, 21074943, FT8, M0KYU, IO83VL, 223, 'Tx', KW2E, EM74HF, 291, -20
1756068345, 15m, 21075772, FT8, M1DBW, IO91CO, 223, 'Tx', VE3EID, FN05GK, 1, -17
1756068329, 20m, 14074552, FT8, M7IJS, IO83LG, 223, 'Tx', F5RRS, JN36EB44, 227, -23
1756068210, 20m, 14074274, FT8, G7IJI, IO92BK, 223, 'Tx', ZL3TX, RE66CE, 170, -17
1756068269, 20m, 14076625, FT8, G8CRB, JO02BF, 223, 'Tx', ZL3TX, RE66CE, 170, -16
1756068104, 20m, 14076616, FT8, G8CRB, JO02BF, 223, 'Tx', IN3XUG, JN55NB, 248, -11
1756068105, 20m, 14074396, FT8, M7LYG, IO93, 223, 'Tx', IN3XUG, JN55NB, 248, -14
1756068134, 20m, 14076395, FT8, ME0ITC, IO82, 223, 'Tx', IN3XUG, JN55NB, 248, -6
1756068134, 20m, 14074746, FT8, G8KHF, IO92KG, 223, 'Tx', IN3XUG, JN55NB, 248, -7
1756068164, 20m, 14074877, FT8, GB5FPS, IO93TK, 223, 'Tx', IN3XUG, JN55NB, 248, -6
